importer,country_cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
384,5,3.0608658854084734,-0.8327535591202747,-2.7322193207254535,0.3331392705594944,1.07818541891752,0.07488255686535346,0.09838903271540642,-0.3164225199534756,-0.15465410198318888,-0.262364038843561,-0.22720678254850457,0.03297751047081631,-0.21754195999803602,0.795272276389706,-0.11233783871332896,0.03140404486906803
392,7,-1.2453307027073002,1.3506624099929931,-0.19941162695092926,-0.1935537824980403,0.1903333358862422,-0.6096263731850227,-0.3748136114215087,0.0014976577441924185,0.6552044432795697,0.19622193774357508,-0.37843298575401724,0.08763528992984052,0.011931401249763062,0.32366429810950065,-0.9884164123694297,-0.83151523620862
398,6,-1.072774383879937,-0.7626001441837867,0.4670145770405832,0.15777642178858484,-0.020038382614691132,0.5387624605212439,0.19072971536137912,0.5016562344587652,-1.1646733460506076,-0.6871257532080693,1.5515838706156369,0.6101547165416586,0.4038531712246882,0.9416117571552433,-0.6342727490190252,-0.3547267853734289
400,2,1.9032563955115485,-0.7650638578720104,-0.6367803761692807,0.09544788894199571,-0.37199653679892986,-0.9368274266769612,0.6873071939070603,-0.2240258910556251,1.0797098002846364,-0.2880763499112916,0.7648271242221849,0.490268148100807,0.5066434450792265,-0.4346697535600469,0.15211667856618794,0.554440850266549
404,7,-1.0562097756668685,-0.20442986669782046,-0.8051524906175883,0.015490393505747407,-0.1636641238169877,0.30313980685821684,0.4923572939041272,-0.3175974698235032,-0.05934780014070017,-0.33412924043756265,0.12773772846595982,-0.12313740802129094,0.18640059342942475,-0.5182630267971325,0.24232174774449272,-0.1777474128079743
410,7,-0.6788227832370919,0.7562722441036906,0.19752725952848757,-0.12061840306464477,0.11727667491847783,0.04462145903087806,-0.06226759394285918,-0.42344474215253786,0.3139405788525084,0.1301827978089318,-0.6305946544445697,-0.15541713246400363,-0.05695748758366904,0.346511936547002,-0.43827655037330737,-0.5400592334230372
414,2,2.011796810847412,-0.6659577161167671,-0.013886913212704974,0.021410213944331413,-0.3360903461782436,-1.2580456543568466,0.5586747886711574,0.03458515942926806,1.4227153968282749,-0.1628941659052475,0.38148384291083987,0.4795450733422799,0.2245903800010339,-0.2136554267279177,-0.19671992760460105,0.14316368300037804
422,2,1.7759892687795196,-0.8107069871723122,-0.9065333952519439,0.11220529603628043,-2.0273658642769354,-1.2992817406711865,0.4236679679339296,0.5917387511846818,0.8672328668628652,0.5054778201380532,0.6470606621391245,0.594548118205193,0.2114260894415282,0.18058414636488943,0.7051751709105069,0.4295972931555418
428,4,-0.543267982857626,-0.6345102021116844,0.4370820437418145,0.12134370462532221,0.0020065071618824495,0.20771520360274606,-0.10501857764453203,-0.1213203560981498,-0.12340742177496344,0.06804715809050776,-0.2652412214951694,-0.2724761395739372,0.049215153181614554,-0.7589814386068561,0.37099822929476883,0.3644935331745645
434,5,3.8393088801119752,-1.5801312032033612,-2.586208531684851,0.5964174618226653,0.9075492802686536,-0.4558217752068909,-0.6409998036205952,0.733123677498467,-0.4756404828486924,0.2190799085561208,0.5137282643693217,0.21336919271706062,0.19511723091144295,-0.9214499608751038,0.45594508018637886,-0.5965517599044288
440,4,-0.4663831490904841,-0.6429940447716264,0.6057763303785352,0.1300149149304478,0.18499092126701636,0.2422543010656733,-0.10334607498505441,-0.12323883959908201,-0.11121314120238177,0.10583652614957613,-0.31778626883683264,-0.2932933351043082,-0.019049072783657132,-0.6773264418584517,0.5559556427184791,0.4006886009402701
442,3,2.0134368314276614,-1.6030490689893457,5.091801304621423,0.2399946630185085,1.585828225667135,-0.7049802774112577,-0.8955484866336169,1.6928832757640095,0.030637392066933902,0.29750941588629143,0.0899120786170777,0.4910588474686014,-1.0102691649207949,1.4405585931647187,0.017701523955858642,0.6960714238721916
458,7,-1.1648467782560843,-0.28669495609026635,-0.10140344027221476,0.12016898091671387,0.39684202705301536,0.16407822299934283,0.15339629885019562,-0.5900629439411744,0.47978203729013574,-0.02584096309535898,-0.6205154108599618,-0.037863510558948064,-0.11354684412477906,0.5318662692940402,-0.14156523852004171,0.2700879531604198
470,4,-0.08890731405509994,-0.8278842554090629,1.3744260308609062,0.15825939767164746,0.8929500203282579,0.3789899552159385,-0.05589968120705895,0.04656851362780283,-0.10074311386000655,0.11007980591113319,-0.5551660534635614,-0.4170938598672425,-0.36259607545490113,-0.6527682310531212,1.1965651948885465,0.6044730082814344
484,7,-1.2815664853704936,0.3185168964252339,-0.5287426883644611,0.015575798255275957,-0.04563930299531529,-0.10986248493032348,-0.048027608136558694,-0.33990122765378167,0.3525371274588745,0.030312339350072527,-0.2836401116314838,0.019408350829592275,0.1093905346977091,0.23050973407297992,-0.45599642300691495,0.11697636979255445
504,5,5.138160168931419,-1.6413166320487904,-4.315201224649616,0.8446805006647927,1.6978233251234127,0.3568917508934755,-2.0902303862168186,0.6271249433060816,-1.806140317869567,0.6763112160393895,-0.5937671423853835,-0.30652361939919387,-0.22470852155681478,0.0353949574637457,-0.6171875799221888,-0.45257639475640477
512,2,1.7938945326889804,-0.7228389456654585,-0.3955262277527675,0.06959107407584288,-0.13467062323456727,-1.1142102416495774,0.7211560735068271,-0.2606078184583687,1.43440744143431,-0.25792769303976015,0.4887710590039726,0.5570396826893939,0.3173628476953151,-0.00503057775026783,-0.07852799516146025,0.2861183953492396
528,4,0.6263044385607321,0.5589517646447484,1.7736342072132483,-0.12278964956202167,0.09592461508200935,0.35202189251691957,-0.5038880504370564,0.13048256125452748,-0.3651617712268898,0.4113849819469123,-0.8213738149925243,-0.5404170810084902,-0.22379686782013203,-0.7096713086899907,0.44599095177026066,-0.18468437423799336
554,7,-1.7683487964103581,0.10249939851964318,-0.30254769860604064,-0.010992876110616284,0.18595862542492536,-0.29044383748983965,0.270138073277105,-0.9366038123758438,1.4640406227684304,0.0578605686095274,-1.0456453828371648,0.21077428236963205,-0.29599071508918195,1.692350314571982,-1.422923560717595,-0.8965317090050801
566,4,-0.8570955715772743,0.12407631334986455,-0.5838722349798862,-0.06847612578751992,-0.33792766324409285,0.14220533363260507,0.09825474859350061,0.23727728543390078,-0.29886387012476756,-0.06132005349055794,0.18804365560935138,-0.16265134234428627,-0.0345753029205713,-0.6789777092030919,0.5173084352108654,0.5673988849725297
